identificador_modelo;arquivo_fonte;arquivo_java;previsao_modelo;ground_truth_vulneravel;status_validacao;resposta_gerada
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;pred\Pred9.java;YES;True;VP;"vulnerability: YES | vulnerability type: CWE-400 | vulnerability name: Uncontrolled Resource Consumption | explanation: The code snippet is vulnerable to a denial-of-service (DoS) attack. The line `if(array[1].equals(name))` can cause the program to consume 100% CPU if the user provides a carefully crafted input for the ""name"" parameter, because it enters an infinite loop when `name` equals ""abc"". However, a more accurate assessment reveals the specific issue here relates more directly to CWE-400 due to the potential for resource consumption through the comparison."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;reflection\Refl1.java;YES;True;VP;"vulnerability: YES | vulnerability type: Command Injection/Arbitrary Code Execution | vulnerability name: Reflection Injection | explanation: The code uses reflection to invoke a method named ""id"" on the same class instance, passing user-controlled input (`s1`) as an argument. This allows an attacker to inject arbitrary code by manipulating the input, potentially leading to code execution. The `idMethod.invoke(this, new Object[] {s1, writer})` line is particularly vulnerable, as it directly executes the invoked method with user-controlled input without proper validation or sanitization."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;reflection\Refl2.java;YES;True;VP;"vulnerability: YES | vulnerability type: Reflection | vulnerability name: Insecure Reflection | explanation: The code uses reflection to access a field named ""name"" without proper validation or sanitization of the input parameter ""name"" obtained from the HttpServletRequest, potentially allowing an attacker to access sensitive information or manipulate the field."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;reflection\Refl3.java;YES;True;VP;vulnerability: YES | vulnerability type: Injection | vulnerability name: Reflection Injection | explanation: The code uses reflection to instantiate a class and set a field value based on user input (`name` parameter). This allows an attacker to inject malicious values, potentially leading to security issues such as information disclosure or code execution. Specifically, the use of `Class.forName()` and `newInstance()` can lead to injection vulnerabilities if the input is not properly sanitized. Additionally, the `set()` method on the `Field` object can also be used to inject malicious values. In this case, the code does not perform any input validation or sanitization, making it vulnerable to injection attacks.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;reflection\Refl4.java;YES;True;VP;vulnerability: YES | vulnerability type: Static Initialization Vector | vulnerability name: Static Initialization Vector | explanation: The code uses user-controlled input to initialize a static field, which can lead to a Static Initialization Vector (SIV) vulnerability. Specifically, the `name` variable is set to a user-controlled value from the HTTP request, and then used in a static initializer block of the `ReflectivelyCreated` class. This allows an attacker to inject malicious code that will be executed during the static initialization of the class.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;sanitizers\Sanitizers1.java;YES;True;VP;"vulnerability: YES | vulnerability type: Cross-Site Scripting (XSS) | vulnerability name: Insufficient Sanitization | explanation: The code attempts to sanitize user input by replacing certain characters with their corresponding HTML entities. However, the sanitization function only allows letters, digits, underscores, and replaces other characters with a question mark ('?'). This approach can still lead to XSS vulnerabilities if the input contains other special characters that are not properly handled, or if the context of the output is not considered. Moreover, the code writes user-controlled data directly to the response without proper encoding, which can lead to XSS attacks. The use of `resp.setContentType(""text/html"");` also increases the risk of XSS. A more robust approach would be to use a well-established library or framework for output encoding and sanitization."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;sanitizers\Sanitizers2.java;YES;False;FP;vulnerability: YES | vulnerability type: Cross-Site Scripting (XSS) | vulnerability name: Insufficient Sanitization | explanation: The provided code attempts to sanitize user input by replacing specific characters with their corresponding HTML entities and replacing non-alphanumeric characters (except underscore) with a question mark. However, the current implementation does not handle all special characters that could potentially be used in an XSS attack, and the replacement of characters with a question mark may not be sufficient to prevent all possible XSS scenarios. Moreover, the code does not account for Unicode characters that could be used to bypass basic sanitization. Therefore, the sanitization implemented may not be comprehensive enough to prevent XSS attacks.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;sanitizers\Sanitizers3.java;YES;False;FP;"vulnerability: YES | vulnerability type: Path Traversal | vulnerability name: Path Traversal via Redirect | explanation: The code uses user-input data (the value of the ""name"" parameter) to construct a URL for a redirect without proper validation or sanitization, allowing an attacker to manipulate the URL path. Specifically, an attacker could provide a value that includes ../ or other path traversal sequences, potentially redirecting the user to an unintended location. Although URLEncoder.encode is used, it does not prevent path traversal attacks when encoding a URL path."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;sanitizers\Sanitizers4.java;YES;True;VP;"vulnerability: YES | vulnerability type: Cross-Site Scripting (XSS) | vulnerability name: Insufficient Sanitization | explanation: The code attempts to sanitize user input using the `clean` method, which replaces '&' with '&amp;'. However, it does not handle other special characters that could be used in an XSS attack, such as '<' and '>'. As a result, an attacker could inject malicious JavaScript code by providing specially crafted input."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;sanitizers\Sanitizers5.java;YES;True;VP;vulnerability: YES | vulnerability type: Path Traversal | vulnerability name: Path Traversal via URLDecoder | explanation: The code uses URLDecoder.decode() on a string that was previously encoded with URLEncoder.encode(), but it does not validate or sanitize the input. This can lead to a path traversal vulnerability if the input contains malicious characters, such as ../ or ../../, which can be used to access sensitive files or directories. The fact that two successive sendRedirect() calls are made is also suspicious, but the main issue here is the potential for path traversal.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;sanitizers\Sanitizers6.java;YES;False;FP;"vulnerability: YES | vulnerability type: Cross-Site Scripting (XSS) | vulnerability name: Insufficient Sanitization | explanation: The provided code attempts to sanitize user input by replacing non-alphanumeric characters (except underscores) with a question mark. However, this approach is not sufficient to prevent Cross-Site Scripting (XSS) attacks. An attacker could potentially inject malicious JavaScript code using special characters that are not properly handled, such as <, >, "", ', etc. For instance, if an attacker inputs a string like ""<script>alert('XSS')</script>"", the clean function will replace the '<' and '>' characters with '?', resulting in ""?script?alert('XSS')?/script?"", which can still be interpreted as JavaScript code by some browsers or if the input is not properly encoded. Moreover, the current sanitization does not account for all possible vectors and does not ensure the output is safe for use in HTML. A more comprehensive approach to sanitization, such as using a whitelist of allowed characters or a library designed for HTML sanitization, would be required to mitigate XSS vulnerabilities effectively."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;session\Session1.java;YES;True;VP;vulnerability: YES | vulnerability type: Insecure Direct Object Reference | vulnerability name: Unvalidated Session Attribute | explanation: The code directly sets a user-input parameter as a session attribute without any validation or sanitization, potentially allowing an attacker to manipulate session data.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;session\Session2.java;YES;True;VP;"vulnerability: YES | vulnerability type: Insecure Direct Object Reference | vulnerability name: Insecure Session Attribute Access | explanation: The code directly accesses and prints session attributes without proper validation or sanitization, potentially allowing an attacker to access sensitive information or manipulate session data. Specifically, it accesses ""name"" and ""nonsense"" attributes without checking if they exist or if the user has permission to access them."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;session\Session3.java;YES;True;VP;vulnerability: YES | vulnerability type: Information Disclosure | vulnerability name: Session Attribute Enumeration | explanation: The code snippet is vulnerable to session attribute enumeration. It iterates over all session attribute names and prints their corresponding values. This could potentially allow an attacker to gather information about the session attributes, which could be used to exploit other vulnerabilities or gain unauthorized access.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;strong_updates\StrongUpdates1.java;NO;False;VN;vulnerability: NO | vulnerability type: N/A | vulnerability name: N/A | explanation: The provided code snippet does not appear to have any obvious security vulnerabilities. It simply retrieves a parameter from the HTTP request, overrides it with a hardcoded string, and then prints it to the response. There is no user input that is directly used in a sensitive operation, no clear injection points, and no indication of insecure coding practices.
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;strong_updates\StrongUpdates2.java;NO;False;VN;"vulnerability: NO | vulnerability type: N/A | vulnerability name: N/A | explanation: The provided code snippet does not appear to have any obvious security vulnerabilities. The `doGet` method retrieves a parameter from the request, but immediately overwrites it with a constant string ""abc"" before writing it to the response. This prevents any potential injection or cross-site scripting (XSS) attacks that could occur if user input were directly output to the response without proper sanitization."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;strong_updates\StrongUpdates3.java;NO;False;VN;"vulnerability: NO | vulnerability type: N/A | vulnerability name: N/A | explanation: The code snippet appears to be secure as it does not contain any obvious security vulnerabilities. The value of the ""name"" parameter is retrieved from the request, but it is immediately overwritten by the string literal ""abc"" before being printed in the response. This prevents any potential malicious input from being injected into the response."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;strong_updates\StrongUpdates4.java;YES;True;VP;"vulnerability: YES | vulnerability type: Race Condition | vulnerability name: Non-Thread-Safe Update | explanation: The code snippet is vulnerable to a race condition attack. The `name` variable is being updated in the `doGet` method without proper synchronization, allowing multiple concurrent requests to interfere with each other's updates. Specifically, the line `name = req.getParameter(FIELD_NAME);` reads the request parameter and assigns it to the `name` variable, which is then immediately overwritten with a constant string `""abc""`. However, if multiple requests are handled by different threads, the overwrite operation may interfere with other threads' reads or writes, leading to unpredictable behavior."
meta-llama-llama-4-scout-17b-16e-instruct;relatorio_analise_vulnerabilidade - meta-llama-llama-4-scout-17b-16e-instruct.xlsx;strong_updates\StrongUpdates5.java;YES;False;FP;"vulnerability: YES | vulnerability type: Race Condition | vulnerability name: Non-Atomic Update of Shared Field | explanation: The code updates a shared field `name` in a synchronized block, but then immediately overwrites it with a constant value ""abc"". However, the vulnerability lies in the fact that the field `name` is being updated in a non-atomic way. If multiple threads access the servlet simultaneously, they may interfere with each other's updates to the `name` field, potentially leading to unexpected behavior. Moreover, the synchronization block only locks on the `name` field, which can lead to issues if the field is null, as the lock will be on the wrong object. A better approach would be to synchronize on the servlet instance itself or use a thread-safe way to update the field."
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;BasicTestCase.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;MicroTestCase.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;aliasing\Aliasing1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;aliasing\Aliasing2.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;aliasing\Aliasing3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;aliasing\Aliasing4.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;aliasing\Aliasing5.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;aliasing\Aliasing6.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays10.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays4.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays5.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays6.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays7.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays8.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;arrays\Arrays9.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic10.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic11.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic12.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic13.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic14.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic15.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic16.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic17.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic18.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic19.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic20.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic21.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic22.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic23.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic24.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic25.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic26.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic27.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic28.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic29.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic30.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic31.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic32.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic33.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic34.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic35.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic36.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic37.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic38.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic39.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic4.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic40.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic41.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic42.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic5.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic6.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic7.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic8.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;basic\Basic9.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections10.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections11.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections11b.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections12.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections13.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections14.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections4.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections5.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections6.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections7.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections8.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;collections\Collections9.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;datastructures\Datastructures1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;datastructures\Datastructures2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;datastructures\Datastructures3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;datastructures\Datastructures4.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;datastructures\Datastructures5.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;datastructures\Datastructures6.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;factories\Factories1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;factories\Factories2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;factories\Factories3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter1.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter10.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter11.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter12.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter13.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter14.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter3.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter4.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter5.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter6.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter7.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter8.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;inter\Inter9.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred1.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred2.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred3.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred4.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred5.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred6.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred7.java;;False;VN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred8.java;;True;FN;safe
meta-llama-Llama-Guard-4-12B;relatorio_analise_vulnerabilidade - meta-llama-Llama-Guard-4-12B.xlsx;pred\Pred9.java;;True;FN;safe
